,항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드
4749,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4750,      재측정요소,서희건설,코스닥시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
4751,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4752,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
4753,   비지배지분에 귀속되는 당기순이익(손실),APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests
4754,   지배기업의 소유주에게 귀속되는 당기순이익(손실),APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
4755,"   총 포괄손익, 비지배지분",APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
4756,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",APS홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
4757,   후속적으로 당기손익으로 재분류되지 않는 항목,CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4758,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4759,당기순이익(손실)의 귀속,케이피티유,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357607
4760,총 포괄손익의 귀속,케이피티유,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357607
4761,   비지배주주포괄이익(손실),켄코아에어로스페이스,코스닥시장상장법인,313,"항공기, 우주선 및 부품 제조업",12,2020-03-31,1분기보고서,KRW,entity01158553
4762,   지배주주포괄손실,켄코아에어로스페이스,코스닥시장상장법인,313,"항공기, 우주선 및 부품 제조업",12,2020-03-31,1분기보고서,KRW,entity01158553
4763,비지배주주순이익(손실),켄코아에어로스페이스,코스닥시장상장법인,313,"항공기, 우주선 및 부품 제조업",12,2020-03-31,1분기보고서,KRW,entity01158553
4764,지배주주순이익(손실),켄코아에어로스페이스,코스닥시장상장법인,313,"항공기, 우주선 및 부품 제조업",12,2020-03-31,1분기보고서,KRW,entity01158553
4765,   확정급여제도의 재측정요소,켐온,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,entity01070857
4766,매출원가,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_CostOfSales
4767,매출총이익,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_GrossProfit
4768,      매도가능증권평가손익,대동스틸,코스닥시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax
4769,관계기업및공동기업손익,코나아이,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00349732
4770,      기타포괄손익-공정가치 측정 지분증권 평가손익,코너스톤네트웍스,코스닥시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00194275
4771,      기타포괄손익-공정가치 측정 채무증권 평가손익,코너스톤네트웍스,코스닥시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00194275
4772,      기타포괄손익-공정가치측정 채증권 평가손익,코너스톤네트웍스,코스닥시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00194275
4773,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4774,      공정가치금융자산평가손익,S&T홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax
4775,      매도가능증권 평가손익,코닉글로리,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00599106
4776,      순확정급여부채의 재측정요소,BGF,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
4777,   당기손익으로 재분류되지 않는 항목,BGF,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4778,   후속적으로 당기손익으로 재분류될 수 있는 항목,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
4779,금융비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_FinanceCosts
4780,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
4781,영업외손익,JW신약,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4782,      지분법 자본변동,KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4783,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4784,   비지배지분 순이익,ITX엠투엠,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests
4785,   지배기업의 소유주지분 순이익,코데즈컴바인,코스닥시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,entity00329093
4786,관리원가,코데즈컴바인,코스닥시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,entity00329093
4787,      기타포괄손익-공정가치 지분상품평가이익,코드네이처,코스닥시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,entity00501970
4788,      계속영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
4789,      계속영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
4790,      기타포괄손익-공정가치측정금융자산 평가손익,DB,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
4791,      중단영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
4792,      중단영업이익(손실),두산중공업,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
4793,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
4794,   금융수익,JW생명과학,유가증권시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherFinancialIncome
4795,   기본주당중단영업손익,코디,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00308559
4796,   기타매출,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
4797,   기타비용,이매진아시아,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_LossesOnDisposalsOfPropertyPlantAndEquipment
4798,   기타수익,CNH,코스닥시장상장법인,642,신탁업 및 집합투자업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
4799,   희석주당중단영업손익,코디,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00308559
4800,영업외손익,JW신약,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
4801,      지분법 변동,코디엠,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00530413
4802,      지분법 자본변동,KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4803,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
4804,지분법관련손익,코디엠,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00530413
4805,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4806,      지분법 이익잉여금,이건홀딩스,코스닥시장상장법인,161,제재 및 목재 가공업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
4807,      지분법 자본변동,KISCO홀딩스,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
4808,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4809,영업비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales
4810,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
4811,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4812,      기타포괄손익-공정가치측정금융자산 평가손익,DB,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
4813,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
4814,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
4815,   2우선주 기본 및 희석주당손익,코리아써키트,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00152686
4816,   보통주 기본 및 희석주당손익,KG동부제철,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare
4817,   우선주 기본 및 희석주당손익,코리아써키트,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00152686
4818,   지배기업소유주에 대한 2우선주 기본 및 희석주당손익,코리아써키트,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00152686
4819,   지배기업소유주에 대한 보통주 기본 및 희석주당손익,코리아써키트,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00152686
4820,   지배기업소유주에 대한 우선주 기본 및 희석주당손익,코리아써키트,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00152686
4821,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
4822,   기타의감가상각비,코리아에스이,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,entity00527491
4823,   당기손익-공정가치측정금융자산처분손실,코리아에스이,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,entity00527491
4824,   당기손익-공정가치측정금융자산처분이익,코리아에스이,코스닥시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,entity00527491
4825,   당기손익-공정가치측정금융자산평가손실,와이지-원,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense
